date,dem_estimate,dem_hi,dem_lo,rep_estimate,rep_hi,rep_lo
2019-06-08,45.88683,50.7508,41.02287,40.16334,45.25641,35.07027
2019-06-07,45.90189,50.75822,41.04557,40.14252,45.23337,35.05168
2019-06-06,45.89607,50.74657,41.04556,40.14805,45.23045,35.06564
2019-06-05,45.8773,50.7244,41.03019,40.16652,45.23747,35.09558
2019-06-04,46.13968,51.1207,41.15865,40.08778,45.25341,34.92216
2019-06-03,46.13376,51.08899,41.17852,40.09133,45.22815,34.95451
2019-06-02,46.10822,51.14426,41.07217,40.06861,45.27438,34.86283
2019-06-01,46.10603,51.1425,41.06956,40.0698,45.27604,34.86355
2019-05-31,46.10069,51.13232,41.06905,40.04514,45.24833,34.84195
2019-05-30,46.11727,51.13606,41.09848,40.04374,45.23826,34.84922
2019-05-29,46.11303,51.12376,41.1023,40.02679,45.21618,34.83739
2019-05-28,45.38387,50.54089,40.22686,40.40746,45.74811,35.06682
2019-05-27,45.40448,50.5519,40.25706,40.38145,45.71735,35.04555
2019-05-26,45.40505,50.55338,40.25673,40.37756,45.71352,35.04161
2019-05-25,45.40477,50.55437,40.25517,40.36996,45.70612,35.0338
2019-05-24,45.40426,50.55487,40.25365,40.36407,45.70015,35.028
2019-05-23,45.40347,50.54401,40.26292,40.3856,45.70657,35.06464
2019-05-22,45.40199,50.53205,40.27193,40.36238,45.67469,35.05006
2019-05-21,45.38387,50.50629,40.26146,40.38334,45.68038,35.0863
2019-05-20,45.40961,50.4956,40.32362,40.40054,45.66189,35.13918
2019-05-19,45.40995,50.49613,40.32376,40.39439,45.6553,35.13349
2019-05-18,45.41078,50.49752,40.32403,40.39115,45.65195,35.13036
2019-05-17,45.42756,50.50297,40.35215,40.36371,45.61765,35.10977
2019-05-16,45.2653,50.39626,40.13435,39.61678,44.82152,34.41205
2019-05-15,45.27053,50.38826,40.1528,39.60784,44.80063,34.41505
2019-05-14,45.27612,50.38168,40.17056,39.57984,44.76405,34.39563
2019-05-13,45.38092,50.48645,40.27539,39.65493,44.83528,34.47458
2019-05-12,45.42901,50.50544,40.35258,39.65573,44.81231,34.49914
2019-05-11,45.43221,50.5075,40.35693,39.66537,44.82117,34.50957
2019-05-10,45.45971,50.52304,40.39637,39.66517,44.81018,34.52017
2019-05-09,45.46174,50.51419,40.4093,39.66973,44.80332,34.53614
2019-05-08,45.46373,50.50545,40.422,39.67448,44.79681,34.55214
2019-05-07,45.4656,50.49689,40.4343,39.67912,44.79045,34.5678
2019-05-06,45.4472,50.45234,40.44207,39.66858,44.74936,34.5878
2019-05-05,45.45211,50.45632,40.44789,39.68107,44.76113,34.60101
2019-05-04,45.45849,50.46135,40.45563,39.69585,44.77481,34.61689
2019-05-03,45.48914,50.48181,40.49648,39.68132,44.75415,34.60849
2019-05-02,45.51015,50.49373,40.52657,39.72509,44.7883,34.66188
2019-05-01,45.52872,50.50356,40.55389,39.76313,44.8171,34.70916
2019-04-30,45.54144,50.51705,40.56584,39.78912,44.84348,34.73476
2019-04-29,45.50648,50.46784,40.54513,39.76272,44.78897,34.73647
2019-04-28,45.49413,50.44143,40.54683,39.76756,44.77613,34.75898
2019-04-27,45.50465,50.45144,40.55786,39.79044,44.79865,34.78223
2019-04-26,45.50721,50.44709,40.56733,39.79105,44.78968,34.79242
2019-04-25,45.55692,50.48595,40.62789,39.84409,44.83457,34.85362
2019-04-24,45.43712,50.36239,40.51185,40.19793,45.10646,35.2894
2019-04-23,45.4376,50.35548,40.51971,40.18821,45.09036,35.28606
2019-04-22,45.42867,50.34116,40.51619,40.20913,45.1019,35.31636
2019-04-21,45.44134,50.33847,40.54421,40.22665,45.1016,35.3517
2019-04-20,45.46674,50.36343,40.57005,40.26496,45.13979,35.39012
2019-04-19,45.46711,50.35996,40.57425,40.29153,45.15665,35.42642
2019-04-18,45.50795,50.39006,40.62584,40.34004,45.19347,35.48661
2019-04-17,45.52328,50.39764,40.64893,40.36037,45.2053,35.51544
2019-04-16,45.52296,50.39293,40.65299,40.40586,45.23685,35.57487
2019-04-15,45.67727,50.52959,40.82494,40.24153,45.07927,35.40379
2019-04-14,45.70467,50.54829,40.86105,40.28785,45.11723,35.45848
2019-04-13,45.72102,50.56421,40.87782,40.31652,45.14576,35.48727
2019-04-12,45.73693,50.5792,40.89465,40.34392,45.17252,35.51532
2019-04-11,45.75085,50.58473,40.91697,40.353,45.17557,35.53043
2019-04-10,45.75838,50.57672,40.94004,40.3871,45.19035,35.58386
2019-04-09,45.7684,50.58554,40.95125,40.4033,45.20564,35.60096
2019-04-08,46.34439,51.28024,41.40854,41.36514,46.26093,36.46936
2019-04-07,46.35319,51.28727,41.4191,41.37721,46.27163,36.48279
2019-04-06,46.36174,51.2938,41.42967,41.38871,46.28146,36.49595
2019-04-05,46.35876,51.28345,41.43407,41.40292,46.28562,36.52022
2019-04-04,46.37143,51.28514,41.45772,41.42752,46.29723,36.55782
2019-04-03,46.40725,51.30639,41.50811,41.43464,46.29518,36.5741
2019-04-02,46.41046,51.30096,41.51995,41.45313,46.30265,36.6036
2019-04-01,46.63406,51.52567,41.74245,41.28944,46.1699,36.40897
